['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']

75.0 , 4109.23076923 , 4356.41025641 , 3864.61538462 , 4197.43589744 , 4182.56410256 , 4077.43589744 , 4478.46153846 , 4041.53846154 , 4395.8974359 , 4235.38461538 , 4353.84615385 , 4152.30769231 , 4218.97435897 , 4204.61538462 , 1681.0 , 1744.0 , 24.185 , 0.0 , 0.0 , 0.0 , 0.0 , 

76.0 , 4082.05128205 , 4353.33333333 , 3852.30769231 , 4198.46153846 , 4184.1025641 , 4068.20512821 , 4476.92307692 , 4038.97435897 , 4379.48717949 , 4235.38461538 , 4348.20512821 , 4163.58974359 , 4220.51282051 , 4259.48717949 , 1680.0 , 1745.0 , 24.193 , 0.0 , 0.0 , 0.0 , 0.0 , 

77.0 , 4083.07692308 , 4354.87179487 , 3851.28205128 , 4195.38461538 , 4184.61538462 , 4034.87179487 , 4480.0 , 4034.35897436 , 4421.02564103 , 4235.38461538 , 4348.20512821 , 4150.25641026 , 4245.12820513 , 4203.07692308 , 1680.0 , 1745.0 , 24.2 , 0.0 , 0.0 , 0.0 , 0.0 , 

78.0 , 4092.30769231 , 4356.92307692 , 3861.02564103 , 4193.84615385 , 4186.15384615 , 4015.8974359 , 4486.15384615 , 4037.94871795 , 4444.1025641 , 4235.38461538 , 4344.61538462 , 4154.35897436 , 4247.17948718 , 4146.15384615 , 1680.0 , 1745.0 , 24.208 , 0.0 , 0.0 , 0.0 , 0.0 , 

79.0 , 4103.07692308 , 4356.92307692 , 3855.8974359 , 4193.33333333 , 4181.53846154 , 4061.02564103 , 4483.58974359 , 4041.53846154 , 4415.38461538 , 4236.92307692 , 4348.71794872 , 4169.74358974 , 4232.30769231 , 4141.53846154 , 1680.0 , 1745.0 , 24.217 , 0.0 , 0.0 , 0.0 , 0.0 , 

80.0 , 4098.46153846 , 4357.43589744 , 3855.8974359 , 4199.48717949 , 4183.58974359 , 4124.1025641 , 4482.56410256 , 4037.43589744 , 4375.8974359 , 4237.94871795 , 4350.25641026 , 4154.87179487 , 4212.30769231 , 4189.74358974 , 1681.0 , 1745.0 , 24.225 , 0.0 , 0.0 , 0.0 , 0.0 , 

81.0 , 4083.58974359 , 4354.35897436 , 3850.76923077 , 4196.92307692 , 4183.58974359 , 4089.74358974 , 4479.48717949 , 4038.97435897 , 4396.92307692 , 4237.94871795 , 4350.25641026 , 4155.8974359 , 4224.1025641 , 4252.82051282 , 1681.0 , 1744.0 , 24.231 , 0.0 , 0.0 , 0.0 , 0.0 , 

82.0 , 4087.17948718 , 4356.41025641 , 3852.82051282 , 4192.82051282 , 4185.12820513 , 4026.66666667 , 4483.07692308 , 4035.8974359 , 4413.33333333 , 4233.33333333 , 4354.35897436 , 4170.25641026 , 4233.84615385 , 4215.8974359 , 1679.0 , 1746.0 , 24.24 , 0.0 , 0.0 , 0.0 , 0.0 , 

83.0 , 4095.8974359 , 4360.51282051 , 3860.51282051 , 4193.84615385 , 4182.05128205 , 4018.97435897 , 4482.05128205 , 4038.46153846 , 4400.51282051 , 4235.38461538 , 4346.15384615 , 4169.74358974 , 4220.0 , 4160.0 , 1681.0 , 1744.0 , 24.247 , 0.0 , 0.0 , 0.0 , 0.0 , 

84.0 , 4098.46153846 , 4357.43589744 , 3852.30769231 , 4191.28205128 , 4177.43589744 , 4061.02564103 , 4476.92307692 , 4048.20512821 , 4415.38461538 , 4242.05128205 , 4348.20512821 , 4168.20512821 , 4225.12820513 , 4154.87179487 , 1679.0 , 1745.0 , 24.256 , 0.0 , 0.0 , 0.0 , 0.0 , 

85.0 , 4085.12820513 , 4356.92307692 , 3854.35897436 , 4196.41025641 , 4188.71794872 , 4105.12820513 , 4485.12820513 , 4038.46153846 , 4416.92307692 , 4235.8974359 , 4355.8974359 , 4167.69230769 , 4231.28205128 , 4186.15384615 , 1680.0 , 1745.0 , 24.263 , 0.0 , 0.0 , 0.0 , 0.0 , 

86.0 , 4092.30769231 , 4356.41025641 , 3853.84615385 , 4192.82051282 , 4184.61538462 , 4065.64102564 , 4480.0 , 4037.94871795 , 4408.71794872 , 4235.38461538 , 4349.23076923 , 4169.74358974 , 4227.17948718 , 4224.61538462 , 1680.0 , 1745.0 , 24.27 , 0.0 , 0.0 , 0.0 , 0.0 , 

87.0 , 4110.25641026 , 4354.87179487 , 3847.69230769 , 4190.25641026 , 4175.8974359 , 4034.87179487 , 4476.41025641 , 4047.69230769 , 4427.69230769 , 4244.1025641 , 4355.38461538 , 4176.92307692 , 4240.0 , 4193.84615385 , 1680.0 , 1745.0 , 24.278 , 0.0 , 0.0 , 0.0 , 0.0 , 

88.0 , 4070.25641026 , 4356.41025641 , 3848.20512821 , 4200.51282051 , 4188.20512821 , 4067.69230769 , 4486.66666667 , 4040.51282051 , 4430.25641026 , 4241.53846154 , 4357.43589744 , 4171.28205128 , 4240.51282051 , 4172.82051282 , 1680.0 , 1745.0 , 24.287 , 0.0 , 0.0 , 0.0 , 0.0 , 

89.0 , 4057.94871795 , 4357.94871795 , 3848.20512821 , 4198.97435897 , 4189.23076923 , 4083.58974359 , 4484.61538462 , 4039.48717949 , 4413.33333333 , 4235.8974359 , 4347.69230769 , 4167.69230769 , 4221.53846154 , 4192.82051282 , 1680.0 , 1745.0 , 24.294 , 0.0 , 0.0 , 0.0 , 0.0 , 

90.0 , 4106.66666667 , 4357.94871795 , 3854.87179487 , 4189.74358974 , 4179.48717949 , 4071.28205128 , 4479.48717949 , 4044.1025641 , 4417.94871795 , 4240.0 , 4352.30769231 , 4166.15384615 , 4226.66666667 , 4188.20512821 , 1680.0 , 1744.0 , 24.303 , 0.0 , 0.0 , 0.0 , 0.0 , 

91.0 , 4117.43589744 , 4353.33333333 , 3852.82051282 , 4184.61538462 , 4180.0 , 4051.79487179 , 4473.33333333 , 4043.07692308 , 4420.51282051 , 4244.1025641 , 4358.46153846 , 4167.17948718 , 4238.97435897 , 4181.02564103 , 1680.0 , 1745.0 , 24.311 , 0.0 , 0.0 , 0.0 , 0.0 , 

92.0 , 4088.71794872 , 4355.38461538 , 3853.33333333 , 4189.23076923 , 4189.23076923 , 4050.76923077 , 4477.94871795 , 4041.02564103 , 4411.28205128 , 4237.94871795 , 4357.94871795 , 4175.8974359 , 4237.94871795 , 4184.1025641 , 1681.0 , 1744.0 , 24.318 , 0.0 , 0.0 , 0.0 , 0.0 , 

93.0 , 4073.33333333 , 4359.48717949 , 3857.43589744 , 4198.46153846 , 4188.20512821 , 4071.79487179 , 4487.17948718 , 4041.53846154 , 4407.69230769 , 4233.84615385 , 4351.79487179 , 4171.79487179 , 4229.23076923 , 4182.05128205 , 1680.0 , 1745.0 , 24.325 , 0.0 , 0.0 , 0.0 , 0.0 , 

94.0 , 4073.33333333 , 4354.87179487 , 3847.69230769 , 4194.35897436 , 4177.43589744 , 4078.97435897 , 4483.07692308 , 4041.53846154 , 4412.30769231 , 4239.48717949 , 4347.69230769 , 4173.84615385 , 4223.58974359 , 4179.48717949 , 1681.0 , 1744.0 , 24.334 , 0.0 , 0.0 , 0.0 , 0.0 , 

95.0 , 4089.74358974 , 4358.97435897 , 3856.41025641 , 4195.38461538 , 4180.51282051 , 4069.74358974 , 4485.12820513 , 4035.8974359 , 4412.82051282 , 4237.94871795 , 4352.82051282 , 4177.94871795 , 4224.61538462 , 4173.84615385 , 1679.0 , 1745.0 , 24.342 , 0.0 , 0.0 , 0.0 , 0.0 , 

96.0 , 4107.17948718 , 4360.51282051 , 3856.41025641 , 4194.35897436 , 4180.51282051 , 4071.28205128 , 4484.1025641 , 4035.38461538 , 4405.12820513 , 4236.92307692 , 4356.92307692 , 4170.25641026 , 4226.66666667 , 4167.69230769 , 1681.0 , 1745.0 , 24.349 , 0.0 , 0.0 , 0.0 , 0.0 , 

97.0 , 4092.82051282 , 4353.84615385 , 3846.66666667 , 4189.23076923 , 4177.94871795 , 4060.0 , 4481.02564103 , 4036.41025641 , 4423.58974359 , 4241.02564103 , 4359.48717949 , 4173.33333333 , 4243.07692308 , 4175.38461538 , 1680.0 , 1744.0 , 24.358 , 0.0 , 0.0 , 0.0 , 0.0 , 

98.0 , 4091.79487179 , 4357.43589744 , 3856.92307692 , 4197.94871795 , 4183.58974359 , 4052.30769231 , 4487.69230769 , 4029.23076923 , 4432.30769231 , 4236.41025641 , 4354.87179487 , 4174.87179487 , 4246.66666667 , 4176.41025641 , 1680.0 , 1745.0 , 24.365 , 0.0 , 0.0 , 0.0 , 0.0 , 

99.0 , 4098.97435897 , 4356.92307692 , 3853.84615385 , 4198.97435897 , 4182.56410256 , 4064.61538462 , 4483.07692308 , 4028.20512821 , 4410.76923077 , 4236.92307692 , 4352.30769231 , 4174.87179487 , 4228.20512821 , 4171.79487179 , 1680.0 , 1744.0 , 24.373 , 0.0 , 0.0 , 0.0 , 0.0 , 

100.0 , 4075.8974359 , 4353.33333333 , 3852.30769231 , 4193.84615385 , 4185.64102564 , 4068.20512821 , 4482.05128205 , 4031.28205128 , 4402.05128205 , 4238.97435897 , 4347.17948718 , 4178.97435897 , 4225.64102564 , 4175.38461538 , 1680.0 , 1744.0 , 24.38 , 0.0 , 0.0 , 0.0 , 0.0 , 

101.0 , 4102.56410256 , 4358.46153846 , 3860.51282051 , 4190.25641026 , 4183.58974359 , 4063.07692308 , 4480.0 , 4032.30769231 , 4406.66666667 , 4235.38461538 , 4357.94871795 , 4175.8974359 , 4231.79487179 , 4172.30769231 , 1680.0 , 1744.0 , 24.388 , 0.0 , 0.0 , 0.0 , 0.0 , 

102.0 , 4121.02564103 , 4356.92307692 , 3858.46153846 , 4191.28205128 , 4181.02564103 , 4051.79487179 , 4475.8974359 , 4029.74358974 , 4420.0 , 4234.35897436 , 4363.07692308 , 4180.51282051 , 4244.61538462 , 4170.25641026 , 1681.0 , 1745.0 , 24.397 , 0.0 , 0.0 , 0.0 , 0.0 , 

103.0 , 4080.0 , 4353.84615385 , 3854.35897436 , 4198.97435897 , 4191.28205128 , 4047.17948718 , 4487.17948718 , 4027.69230769 , 4426.66666667 , 4233.33333333 , 4333.33333333 , 4181.02564103 , 4251.79487179 , 4167.69230769 , 1681.0 , 1744.0 , 24.403 , 0.0 , 0.0 , 0.0 , 0.0 , 

104.0 , 4072.30769231 , 4354.35897436 , 3846.66666667 , 4194.87179487 , 4186.66666667 , 4055.8974359 , 4487.69230769 , 4027.17948718 , 4414.35897436 , 4233.84615385 , 4334.87179487 , 4175.38461538 , 4236.92307692 , 4165.64102564 , 1679.0 , 1745.0 , 24.411 , 0.0 , 0.0 , 0.0 , 0.0 , 

105.0 , 4081.53846154 , 4353.84615385 , 3852.30769231 , 4192.82051282 , 4184.1025641 , 4065.12820513 , 4484.61538462 , 4030.76923077 , 4400.51282051 , 4236.92307692 , 4354.87179487 , 4176.92307692 , 4226.15384615 , 4163.07692308 , 1681.0 , 1744.0 , 24.42 , 0.0 , 0.0 , 0.0 , 0.0 , 

106.0 , 4101.53846154 , 4357.43589744 , 3863.07692308 , 4195.38461538 , 4184.61538462 , 4069.74358974 , 4484.1025641 , 4034.35897436 , 4411.79487179 , 4234.87179487 , 4376.92307692 , 4187.17948718 , 4233.84615385 , 4163.07692308 , 1680.0 , 1745.0 , 24.427 , 0.0 , 0.0 , 0.0 , 0.0 , 

107.0 , 4114.87179487 , 4358.46153846 , 3854.87179487 , 4190.25641026 , 4179.48717949 , 4054.87179487 , 4478.46153846 , 4026.66666667 , 4428.20512821 , 4230.25641026 , 4371.28205128 , 4178.97435897 , 4248.20512821 , 4162.05128205 , 1681.0 , 1745.0 , 24.435 , 0.0 , 0.0 , 0.0 , 0.0 , 

108.0 , 4084.61538462 , 4356.92307692 , 3851.28205128 , 4194.35897436 , 4186.15384615 , 4046.15384615 , 4484.1025641 , 4027.17948718 , 4404.61538462 , 4231.79487179 , 4310.76923077 , 4156.92307692 , 4243.58974359 , 4163.07692308 , 1680.0 , 1744.0 , 24.444 , 0.0 , 0.0 , 0.0 , 0.0 , 

109.0 , 4073.84615385 , 4356.41025641 , 3849.74358974 , 4197.43589744 , 4186.15384615 , 4058.97435897 , 4485.12820513 , 4034.35897436 , 4388.20512821 , 4234.35897436 , 4307.17948718 , 4171.28205128 , 4240.0 , 4171.79487179 , 1680.0 , 1745.0 , 24.45 , 0.0 , 0.0 , 0.0 , 0.0 , 

110.0 , 4090.25641026 , 4359.48717949 , 3852.30769231 , 4196.92307692 , 4185.12820513 , 4066.15384615 , 4487.17948718 , 4031.79487179 , 4402.05128205 , 4234.87179487 , 4355.8974359 , 4177.43589744 , 4223.07692308 , 4161.02564103 , 1681.0 , 1744.0 , 24.459 , 0.0 , 0.0 , 0.0 , 0.0 , 

111.0 , 4109.23076923 , 4361.53846154 , 3859.48717949 , 4199.48717949 , 4186.15384615 , 4060.51282051 , 4489.23076923 , 4034.35897436 , 4420.51282051 , 4236.41025641 , 4392.30769231 , 4176.41025641 , 4224.61538462 , 4160.51282051 , 1680.0 , 1745.0 , 24.467 , 0.0 , 0.0 , 0.0 , 0.0 , 

112.0 , 4113.84615385 , 4355.8974359 , 3855.38461538 , 4194.87179487 , 4179.48717949 , 4049.23076923 , 4477.94871795 , 4033.84615385 , 4432.30769231 , 4234.35897436 , 4379.48717949 , 4173.84615385 , 4256.92307692 , 4172.82051282 , 1681.0 , 1744.0 , 24.475 , 0.0 , 0.0 , 0.0 , 0.0 , 

113.0 , 4084.1025641 , 4353.84615385 , 3854.87179487 , 4196.92307692 , 4184.61538462 , 4051.79487179 , 4481.02564103 , 4029.74358974 , 4393.84615385 , 4232.82051282 , 4298.97435897 , 4144.1025641 , 4224.61538462 , 4167.69230769 , 1681.0 , 1745.0 , 24.482 , 0.0 , 0.0 , 0.0 , 0.0 , 

114.0 , 4066.15384615 , 4355.38461538 , 3849.74358974 , 4200.0 , 4187.17948718 , 4064.61538462 , 4487.17948718 , 4033.84615385 , 4374.35897436 , 4233.84615385 , 4277.43589744 , 4157.43589744 , 4203.58974359 , 4173.84615385 , 1680.0 , 1744.0 , 24.489 , 0.0 , 0.0 , 0.0 , 0.0 , 

115.0 , 4087.69230769 , 4360.51282051 , 3847.69230769 , 4195.38461538 , 4183.58974359 , 4062.56410256 , 4486.15384615 , 4035.38461538 , 4402.56410256 , 4233.84615385 , 4353.33333333 , 4178.97435897 , 4229.74358974 , 4163.07692308 , 1680.0 , 1745.0 , 24.498 , 0.0 , 0.0 , 0.0 , 0.0 , 

116.0 , 4114.87179487 , 4362.56410256 , 3854.87179487 , 4194.87179487 , 4182.56410256 , 4049.23076923 , 4483.07692308 , 4034.87179487 , 4419.48717949 , 4234.35897436 , 4413.33333333 , 4189.74358974 , 4243.58974359 , 4160.51282051 , 1681.0 , 1744.0 , 24.505 , 0.0 , 0.0 , 0.0 , 0.0 , 

117.0 , 4100.51282051 , 4352.82051282 , 3852.30769231 , 4193.84615385 , 4181.53846154 , 4045.64102564 , 4473.84615385 , 4033.84615385 , 4422.05128205 , 4232.30769231 , 4387.17948718 , 4181.53846154 , 4255.8974359 , 4196.92307692 , 1680.0 , 1745.0 , 24.513 , 0.0 , 0.0 , 0.0 , 0.0 , 

118.0 , 4067.17948718 , 4353.84615385 , 3855.8974359 , 4198.97435897 , 4188.20512821 , 4062.56410256 , 4482.05128205 , 4033.84615385 , 4389.74358974 , 4230.76923077 , 4297.94871795 , 4128.20512821 , 4215.8974359 , 4199.48717949 , 1681.0 , 1746.0 , 24.521 , 0.0 , 0.0 , 0.0 , 0.0 , 

119.0 , 4090.25641026 , 4363.58974359 , 3853.33333333 , 4198.46153846 , 4182.56410256 , 4045.12820513 , 4486.66666667 , 4034.87179487 , 4376.92307692 , 4234.35897436 , 4294.87179487 , 4133.33333333 , 4207.69230769 , 4164.61538462 , 1681.0 , 1744.0 , 24.53 , 0.0 , 0.0 , 0.0 , 0.0 , 

120.0 , 4117.43589744 , 4358.46153846 , 3847.17948718 , 4192.82051282 , 4176.92307692 , 4049.74358974 , 4479.48717949 , 4032.82051282 , 4412.82051282 , 4235.8974359 , 4360.0 , 4180.51282051 , 4243.58974359 , 4127.69230769 , 1680.0 , 1745.0 , 24.536 , 0.0 , 0.0 , 0.0 , 0.0 , 

121.0 , 4087.69230769 , 4353.33333333 , 3853.33333333 , 4198.46153846 , 4190.25641026 , 4098.97435897 , 4484.1025641 , 4033.33333333 , 4417.43589744 , 4234.87179487 , 4363.58974359 , 4200.51282051 , 4224.61538462 , 4167.17948718 , 1681.0 , 1744.0 , 24.544 , 0.0 , 0.0 , 0.0 , 0.0 , 

122.0 , 4065.64102564 , 4357.43589744 , 3850.76923077 , 4199.48717949 , 4188.71794872 , 4086.66666667 , 4483.07692308 , 4032.82051282 , 4402.05128205 , 4233.84615385 , 4342.56410256 , 4184.61538462 , 4208.20512821 , 4237.43589744 , 1680.0 , 1745.0 , 24.553 , 0.0 , 0.0 , 0.0 , 0.0 , 

123.0 , 4091.28205128 , 4361.53846154 , 3854.87179487 , 4195.8974359 , 4182.56410256 , 4049.74358974 , 4482.56410256 , 4030.25641026 , 4385.12820513 , 4234.87179487 , 4325.12820513 , 4122.56410256 , 4219.48717949 , 4202.56410256 , 1681.0 , 1744.0 , 24.561 , 0.0 , 0.0 , 0.0 , 0.0 , 

124.0 , 4126.15384615 , 4360.0 , 3860.51282051 , 4192.30769231 , 4180.0 , 4021.53846154 , 4478.46153846 , 4038.97435897 , 4400.51282051 , 4238.46153846 , 4324.61538462 , 4115.38461538 , 4249.23076923 , 4150.25641026 , 1680.0 , 1745.0 , 24.568 , 0.0 , 0.0 , 0.0 , 0.0 , 

125.0 , 4104.1025641 , 4355.38461538 , 3853.84615385 , 4193.84615385 , 4181.02564103 , 4041.53846154 , 4474.87179487 , 4042.56410256 , 4422.05128205 , 4237.43589744 , 4352.82051282 , 4169.74358974 , 4248.20512821 , 4149.23076923 , 1680.0 , 1745.0 , 24.575 , 0.0 , 0.0 , 0.0 , 0.0 , 

126.0 , 4070.76923077 , 4357.43589744 , 3852.82051282 , 4202.05128205 , 4186.66666667 , 4103.58974359 , 4485.64102564 , 4033.84615385 , 4381.53846154 , 4235.8974359 , 4350.25641026 , 4193.84615385 , 4197.94871795 , 4181.02564103 , 1680.0 , 1745.0 , 24.584 , 0.0 , 0.0 , 0.0 , 0.0 , 

127.0 , 4101.53846154 , 4356.41025641 , 3852.82051282 , 4194.87179487 , 4178.97435897 , 4075.8974359 , 4481.53846154 , 4036.92307692 , 4376.92307692 , 4238.46153846 , 4342.56410256 , 4174.35897436 , 4216.92307692 , 4222.05128205 , 1680.0 , 1745.0 , 24.592 , 0.0 , 0.0 , 0.0 , 0.0 , 

128.0 , 4104.61538462 , 4353.33333333 , 3852.30769231 , 4193.33333333 , 4180.51282051 , 4037.43589744 , 4478.97435897 , 4040.0 , 4419.48717949 , 4235.8974359 , 4352.82051282 , 4130.25641026 , 4248.20512821 , 4196.92307692 , 1680.0 , 1745.0 , 24.599 , 0.0 , 0.0 , 0.0 , 0.0 , 

0.0 , 4061.53846154 , 4357.43589744 , 3850.76923077 , 4201.02564103 , 4190.25641026 , 4053.84615385 , 4490.25641026 , 4037.94871795 , 4418.46153846 , 4232.30769231 , 4342.05128205 , 4133.33333333 , 4216.92307692 , 4162.56410256 , 1681.0 , 1744.0 , 24.608 , 0.0 , 0.0 , 0.0 , 0.0 , 

1.0 , 4076.41025641 , 4358.46153846 , 3847.17948718 , 4193.84615385 , 4183.07692308 , 4072.30769231 , 4485.12820513 , 4040.51282051 , 4403.58974359 , 4234.35897436 , 4338.46153846 , 4165.64102564 , 4213.33333333 , 4147.69230769 , 1681.0 , 1745.0 , 24.615 , 0.0 , 0.0 , 0.0 , 0.0 , 

2.0 , 4108.71794872 , 4356.92307692 , 3855.8974359 , 4189.23076923 , 4181.02564103 , 4102.05128205 , 4478.97435897 , 4038.46153846 , 4396.41025641 , 4235.38461538 , 4352.30769231 , 4154.87179487 , 4227.69230769 , 4162.05128205 , 1680.0 , 1744.0 , 24.622 , 0.0 , 0.0 , 0.0 , 0.0 , 

3.0 , 4091.28205128 , 4354.87179487 , 3852.30769231 , 4194.35897436 , 4183.58974359 , 4107.69230769 , 4481.53846154 , 4034.87179487 , 4392.30769231 , 4236.41025641 , 4346.15384615 , 4148.71794872 , 4223.58974359 , 4211.28205128 , 1680.0 , 1745.0 , 24.63 , 0.0 , 0.0 , 0.0 , 0.0 , 

4.0 , 4073.33333333 , 4357.43589744 , 3848.71794872 , 4201.02564103 , 4182.56410256 , 4053.84615385 , 4488.20512821 , 4031.79487179 , 4386.15384615 , 4233.84615385 , 4334.35897436 , 4161.02564103 , 4212.82051282 , 4200.0 , 1681.0 , 1744.0 , 24.639 , 0.0 , 0.0 , 0.0 , 0.0 , 

5.0 , 4098.97435897 , 4362.56410256 , 3858.46153846 , 4198.46153846 , 4178.97435897 , 4000.51282051 , 4486.15384615 , 4036.41025641 , 4389.74358974 , 4234.87179487 , 4335.38461538 , 4155.38461538 , 4208.20512821 , 4162.56410256 , 1680.0 , 1746.0 , 24.646 , 0.0 , 0.0 , 0.0 , 0.0 , 

6.0 , 4118.97435897 , 4359.48717949 , 3851.28205128 , 4188.20512821 , 4175.38461538 , 4038.97435897 , 4474.35897436 , 4051.28205128 , 4413.84615385 , 4241.53846154 , 4346.66666667 , 4155.8974359 , 4218.46153846 , 4164.61538462 , 1680.0 , 1744.0 , 24.654 , 0.0 , 0.0 , 0.0 , 0.0 , 

7.0 , 4100.0 , 4357.94871795 , 3850.25641026 , 4192.82051282 , 4184.61538462 , 4117.94871795 , 4480.51282051 , 4047.17948718 , 4421.53846154 , 4238.46153846 , 4354.87179487 , 4161.53846154 , 4235.38461538 , 4176.41025641 , 1680.0 , 1745.0 , 24.662 , 0.0 , 0.0 , 0.0 , 0.0 , 

8.0 , 4079.48717949 , 4357.94871795 , 3850.76923077 , 4196.41025641 , 4186.15384615 , 4102.56410256 , 4485.12820513 , 4035.38461538 , 4400.0 , 4232.82051282 , 4345.64102564 , 4162.05128205 , 4228.71794872 , 4190.76923077 , 1681.0 , 1745.0 , 24.669 , 0.0 , 0.0 , 0.0 , 0.0 , 

9.0 , 4080.0 , 4361.53846154 , 3847.69230769 , 4191.79487179 , 4180.51282051 , 4060.0 , 4483.07692308 , 4038.97435897 , 4395.8974359 , 4235.38461538 , 4345.64102564 , 4163.07692308 , 4221.02564103 , 4188.71794872 , 1680.0 , 1744.0 , 24.677 , 0.0 , 0.0 , 0.0 , 0.0 , 

10.0 , 4111.79487179 , 4361.53846154 , 3861.02564103 , 4194.87179487 , 4181.02564103 , 4060.0 , 4484.1025641 , 4043.58974359 , 4406.66666667 , 4238.97435897 , 4350.25641026 , 4155.38461538 , 4224.1025641 , 4176.92307692 , 1680.0 , 1745.0 , 24.686 , 0.0 , 0.0 , 0.0 , 0.0 , 

11.0 , 4124.1025641 , 4354.87179487 , 3856.92307692 , 4194.35897436 , 4178.97435897 , 4054.35897436 , 4476.92307692 , 4044.61538462 , 4413.84615385 , 4241.02564103 , 4351.28205128 , 4156.41025641 , 4231.28205128 , 4181.02564103 , 1681.0 , 1744.0 , 24.693 , 0.0 , 0.0 , 0.0 , 0.0 , 

12.0 , 4084.1025641 , 4362.05128205 , 3848.20512821 , 4197.43589744 , 4184.1025641 , 4068.71794872 , 4481.53846154 , 4036.92307692 , 4413.33333333 , 4236.41025641 , 4355.38461538 , 4166.66666667 , 4237.43589744 , 4187.17948718 , 1680.0 , 1745.0 , 24.701 , 0.0 , 0.0 , 0.0 , 0.0 , 

13.0 , 4076.41025641 , 4362.56410256 , 3851.79487179 , 4200.51282051 , 4183.07692308 , 4083.07692308 , 4485.64102564 , 4035.38461538 , 4401.53846154 , 4233.84615385 , 4345.12820513 , 4167.17948718 , 4224.1025641 , 4184.1025641 , 1680.0 , 1745.0 , 24.709 , 0.0 , 0.0 , 0.0 , 0.0 , 

14.0 , 4100.51282051 , 4356.41025641 , 3849.23076923 , 4194.35897436 , 4179.48717949 , 4076.41025641 , 4481.53846154 , 4043.07692308 , 4406.15384615 , 4238.46153846 , 4340.0 , 4165.12820513 , 4216.41025641 , 4173.84615385 , 1680.0 , 1745.0 , 24.716 , 0.0 , 0.0 , 0.0 , 0.0 , 

15.0 , 4098.97435897 , 4360.0 , 3853.84615385 , 4194.87179487 , 4184.61538462 , 4078.97435897 , 4485.12820513 , 4040.0 , 4413.33333333 , 4237.94871795 , 4347.69230769 , 4158.97435897 , 4219.48717949 , 4162.56410256 , 1680.0 , 1744.0 , 24.724 , 0.0 , 0.0 , 0.0 , 0.0 , 

16.0 , 4087.69230769 , 4358.97435897 , 3852.30769231 , 4194.35897436 , 4180.51282051 , 4082.05128205 , 4480.51282051 , 4038.97435897 , 4406.66666667 , 4236.41025641 , 4348.20512821 , 4163.07692308 , 4218.97435897 , 4168.71794872 , 1680.0 , 1745.0 , 24.732 , 0.0 , 0.0 , 0.0 , 0.0 , 

17.0 , 4090.76923077 , 4358.46153846 , 3851.79487179 , 4194.35897436 , 4180.0 , 4075.38461538 , 4482.05128205 , 4036.92307692 , 4404.61538462 , 4235.38461538 , 4346.66666667 , 4172.82051282 , 4222.56410256 , 4172.82051282 , 1681.0 , 1745.0 , 24.741 , 0.0 , 0.0 , 0.0 , 0.0 , 

18.0 , 4106.15384615 , 4358.46153846 , 3852.30769231 , 4195.8974359 , 4182.56410256 , 4071.28205128 , 4483.58974359 , 4033.84615385 , 4401.02564103 , 4236.41025641 , 4347.17948718 , 4168.71794872 , 4223.07692308 , 4162.56410256 , 1680.0 , 1744.0 , 24.748 , 0.0 , 0.0 , 0.0 , 0.0 , 

19.0 , 4103.58974359 , 4355.38461538 , 3846.66666667 , 4193.33333333 , 4180.51282051 , 4061.53846154 , 4477.94871795 , 4035.8974359 , 4411.28205128 , 4242.56410256 , 4352.30769231 , 4171.79487179 , 4230.76923077 , 4171.79487179 , 1680.0 , 1745.0 , 24.756 , 0.0 , 0.0 , 0.0 , 0.0 , 

20.0 , 4081.53846154 , 4355.8974359 , 3853.84615385 , 4197.43589744 , 4186.15384615 , 4057.43589744 , 4483.58974359 , 4031.79487179 , 4422.56410256 , 4236.92307692 , 4354.35897436 , 4172.82051282 , 4239.48717949 , 4178.97435897 , 1680.0 , 1744.0 , 24.764 , 0.0 , 0.0 , 0.0 , 0.0 , 

21.0 , 4069.23076923 , 4354.35897436 , 3848.71794872 , 4197.43589744 , 4186.66666667 , 4063.58974359 , 4484.61538462 , 4030.76923077 , 4406.66666667 , 4232.82051282 , 4352.82051282 , 4172.82051282 , 4231.28205128 , 4173.84615385 , 1680.0 , 1745.0 , 24.771 , 0.0 , 0.0 , 0.0 , 0.0 , 

22.0 , 4076.41025641 , 4355.8974359 , 3845.64102564 , 4196.92307692 , 4188.20512821 , 4070.25641026 , 4487.17948718 , 4035.8974359 , 4397.43589744 , 4237.43589744 , 4339.48717949 , 4177.94871795 , 4223.07692308 , 4177.43589744 , 1681.0 , 1744.0 , 24.779 , 0.0 , 0.0 , 0.0 , 0.0 , 

23.0 , 4096.41025641 , 4358.46153846 , 3857.94871795 , 4195.8974359 , 4188.20512821 , 4070.76923077 , 4486.15384615 , 4038.46153846 , 4405.12820513 , 4238.97435897 , 4348.20512821 , 4172.82051282 , 4226.66666667 , 4173.33333333 , 1679.0 , 1745.0 , 24.788 , 0.0 , 0.0 , 0.0 , 0.0 , 

