Counter	AF3	F7	F3	FC5	T7	P7	O1	O2	P8	T8	FC6	F4	F8	AF4	GyroX	GyroY	Timestamp	FUNC_ID	FUNC_VALUE	MARKER	SYNC_SIGNAL	CMS_Q	DRL_Q	AF3_Q	F7_Q	F3_Q	FC5_Q	T7_Q	P7_Q	O1_Q	O2_Q	P8_Q	T8_Q	FC6_Q	F4_Q	F8_Q	AF4_Q
44.000000	4358.974359	4387.692308	4409.743590	3714.358974	4386.153846	4612.307692	4632.820513	4526.666667	4025.128205	4103.076923	4514.358974	4440.512821	4264.615385	3959.487179	1736.000000	1678.000000	150.547000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45.000000	4357.948718	4385.641026	4407.179487	3715.384615	4384.102564	4612.307692	4633.333333	4525.641026	4025.641026	4104.102564	4513.846154	4440.000000	4268.717949	3960.000000	1735.000000	1678.000000	150.563000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46.000000	4358.974359	4389.230769	4406.153846	3713.846154	4383.076923	4611.794872	4633.846154	4523.076923	4024.102564	4105.128205	4516.410256	4438.974359	4270.256410	3960.000000	1735.000000	1677.000000	150.563000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47.000000	4358.461538	4391.282051	4407.179487	3713.333333	4384.102564	4614.871795	4632.820513	4526.153846	4026.666667	4104.102564	4516.923077	4440.000000	4265.641026	3957.948718	1735.000000	1678.000000	150.578000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48.000000	4358.461538	4390.256410	4405.641026	3715.384615	4385.128205	4616.923077	4632.820513	4526.153846	4031.282051	4100.000000	4514.871795	4440.512821	4266.666667	3956.923077	1735.000000	1677.000000	150.578000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49.000000	4360.000000	4390.769231	4404.102564	3714.358974	4384.102564	4613.333333	4632.820513	4524.615385	4028.717949	4100.512821	4514.358974	4439.487179	4270.769231	3957.948718	1735.000000	1677.000000	150.594000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50.000000	4357.948718	4391.282051	4405.128205	3711.282051	4383.589744	4611.794872	4633.846154	4526.666667	4022.564103	4105.128205	4514.871795	4438.461538	4268.717949	3954.871795	1735.000000	1677.000000	150.594000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51.000000	4356.923077	4387.692308	4404.615385	3710.256410	4384.102564	4613.333333	4634.358974	4527.692308	4026.666667	4104.102564	4516.410256	4437.435897	4266.666667	3952.307692	1735.000000	1678.000000	150.610000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52.000000	4358.461538	4386.153846	4404.102564	3712.307692	4384.615385	4614.871795	4634.358974	4526.153846	4031.282051	4101.025641	4515.384615	4438.974359	4268.205128	3952.307692	1735.000000	1677.000000	150.610000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53.000000	4357.948718	4389.230769	4404.102564	3715.897436	4386.153846	4614.871795	4634.358974	4525.641026	4029.743590	4103.076923	4513.333333	4439.487179	4269.743590	3952.820513	1734.000000	1678.000000	150.625000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54.000000	4355.897436	4390.769231	4405.641026	3716.410256	4385.641026	4614.871795	4635.384615	4527.692308	4028.205128	4104.615385	4511.794872	4436.923077	4266.153846	3950.256410	1736.000000	1677.000000	150.625000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55.000000	4357.948718	4389.230769	4408.205128	3712.820513	4385.128205	4613.333333	4635.897436	4527.179487	4027.692308	4103.076923	4513.333333	4436.410256	4263.589744	3950.769231	1735.000000	1676.000000	150.641000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56.000000	4359.487179	4389.743590	4408.205128	3710.256410	4388.717949	4612.820513	4634.871795	4525.128205	4026.666667	4103.076923	4511.794872	4440.512821	4267.179487	3951.794872	1735.000000	1678.000000	150.649000	0.000000	0.000000	0.000000	0.000000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
